N, beta, avg_energy, std_energy, avg_mag, std_mag, tot_time, num_threads
11328, 0.500000, -198562.832000, 482.811299, -0.000009, 0.000003, 285.550902, 8
1024, 0.500000, -37256.896000, 215.992949, -0.001811, 0.000142, 1.444733, 16
1472, 0.500000, -53182.200000, 257.274153, 0.000164, 0.000079, 2.725470, 16
2048, 0.500000, -74063.080000, 314.858574, 0.000038, 0.000050, 5.193684, 16
2880, 0.500000, -108646.816000, 353.151461, 0.000002, 0.000031, 10.201572, 16
4032, 0.500000, -142994.456000, 429.681149, -0.000013, 0.000018, 19.940694, 16
5696, 0.500000, -220187.560000, 506.297509, -0.000044, 0.000010, 40.317410, 16
8000, 0.500000, -279353.832000, 581.513957, -0.000020, 0.000006, 79.188539, 16
11328, 0.500000, -403586.280000, 710.347207, 0.000003, 0.000004, 156.429017, 16
1024, 0.500000, -76474.776000, 293.138739, -0.001763, 0.000200, 1.018120, 32
1472, 0.500000, -106712.472000, 356.775641, -0.000281, 0.000115, 1.652920, 32
2048, 0.500000, -149465.472000, 422.708073, 0.000029, 0.000070, 3.013878, 32
2880, 0.500000, -213710.736000, 506.522568, -0.000065, 0.000041, 5.871212, 32
4032, 0.500000, -289640.720000, 587.348874, 0.000065, 0.000025, 11.363898, 32
5696, 0.500000, -432108.336000, 710.168455, 0.000014, 0.000015, 22.300140, 32
8000, 0.500000, -576650.368000, 832.497441, -0.000013, 0.000009, 43.701792, 32
11328, 0.500000, -817742.368000, 1003.930211, -0.000001, 0.000005, 86.935364, 32
1024, 0.500000, -145591.144000, 441.054378, 0.000279, 0.000282, 1.038945, 64
1472, 0.500000, -214514.712000, 507.801863, -0.000812, 0.000160, 1.844506, 64
2048, 0.500000, -299882.256000, 603.858848, 0.000138, 0.000099, 3.237395, 64
2880, 0.500000, -424871.232000, 703.941884, -0.000018, 0.000059, 6.122223, 64
4032, 0.500000, -581608.024000, 830.284402, -0.000015, 0.000036, 11.854191, 64
5696, 0.500000, -843083.832000, 1028.507147, 0.000054, 0.000022, 22.977618, 64
8000, 0.500000, -1148499.264000, 1183.045893, 0.000010, 0.000013, 43.532149, 64
11328, 0.500000, -1644744.656000, 1401.719665, -0.000009, 0.000008, 85.135613, 64
1024, 0.500000, -4824.968000, 76.836911, 0.000078, 0.000050, 15.262280, 2
1472, 0.500000, -5701.280000, 91.759672, 0.000048, 0.000028, 31.550287, 2
2048, 0.500000, -9015.776000, 104.770906, 0.000016, 0.000017, 60.912550, 2
2880, 0.500000, -15013.040000, 121.619002, -0.000070, 0.000010, 120.128396, 2
4032, 0.500000, -15041.624000, 149.116915, 0.000011, 0.000006, 233.380112, 2
5696, 0.500000, -35648.608000, 182.507807, -0.000011, 0.000004, 464.213014, 2
8000, 0.500000, -24662.032000, 216.309493, 0.000012, 0.000002, 914.590561, 2
11328, 0.500000, -43769.728000, 254.625860, 0.000001, 0.000001, 1839.108432, 2
1024, 0.500000, -9612.720000, 105.549070, 0.000007, 0.000070, 4.629407, 4
1472, 0.500000, -13256.736000, 125.568889, 0.000176, 0.000040, 9.487846, 4
2048, 0.500000, -17989.952000, 144.144175, -0.000015, 0.000025, 18.471319, 4
2880, 0.500000, -26782.080000, 184.437379, 0.000027, 0.000015, 36.414197, 4
4032, 0.500000, -33380.392000, 209.133372, -0.000000, 0.000009, 70.947138, 4
5696, 0.500000, -59980.736000, 250.604751, 0.000017, 0.000005, 141.871946, 4
8000, 0.500000, -61766.960000, 301.596855, 0.000004, 0.000003, 278.985628, 4
11328, 0.500000, -95822.904000, 341.856415, 0.000003, 0.000002, 559.294551, 4
1024, 0.500000, -19277.888000, 152.410657, 0.000156, 0.000099, 2.489713, 8
1472, 0.500000, -26529.176000, 185.802787, -0.000013, 0.000058, 5.035586, 8
2048, 0.500000, -37267.728000, 214.969230, 0.000023, 0.000034, 9.618875, 8
2880, 0.500000, -55238.592000, 248.963999, 0.000074, 0.000021, 18.734723, 8
4032, 0.500000, -70211.776000, 307.580538, -0.000038, 0.000012, 36.847716, 8
5696, 0.500000, -113828.896000, 365.724563, 0.000021, 0.000007, 73.950897, 8
8000, 0.500000, -133800.808000, 433.190130, 0.000004, 0.000004, 145.611590, 8
11328, 0.500000, -198562.832000, 482.811299, -0.000009, 0.000003, 291.285604, 8
1024, 0.500000, -37256.896000, 215.992949, -0.001811, 0.000142, 1.435730, 16
1472, 0.500000, -53182.200000, 257.274153, 0.000164, 0.000079, 2.731534, 16
2048, 0.500000, -74063.080000, 314.858574, 0.000038, 0.000050, 5.294052, 16
2880, 0.500000, -108646.816000, 353.151461, 0.000002, 0.000031, 10.379963, 16
4032, 0.500000, -142994.456000, 429.681149, -0.000013, 0.000018, 20.322314, 16
5696, 0.500000, -220187.560000, 506.297509, -0.000044, 0.000010, 40.457338, 16
8000, 0.500000, -279353.832000, 581.513957, -0.000020, 0.000006, 78.929469, 16
11328, 0.500000, -403586.280000, 710.347207, 0.000003, 0.000004, 158.785235, 16
1024, 0.500000, -76474.776000, 293.138739, -0.001763, 0.000200, 0.966050, 32
1472, 0.500000, -106712.472000, 356.775641, -0.000281, 0.000115, 1.656781, 32
2048, 0.500000, -149465.472000, 422.708073, 0.000029, 0.000070, 2.997920, 32
2880, 0.500000, -213710.736000, 506.522568, -0.000065, 0.000041, 5.860942, 32
4032, 0.500000, -289640.720000, 587.348874, 0.000065, 0.000025, 11.336192, 32
5696, 0.500000, -432108.336000, 710.168455, 0.000014, 0.000015, 22.386599, 32
8000, 0.500000, -576650.368000, 832.497441, -0.000013, 0.000009, 43.771868, 32
11328, 0.500000, -817742.368000, 1003.930211, -0.000001, 0.000005, 86.836490, 32
1024, 0.500000, -145591.144000, 441.054378, 0.000279, 0.000282, 1.012578, 64
1472, 0.500000, -214514.712000, 507.801863, -0.000812, 0.000160, 1.739386, 64
2048, 0.500000, -299882.256000, 603.858848, 0.000138, 0.000099, 3.352891, 64
2880, 0.500000, -424871.232000, 703.941884, -0.000018, 0.000059, 6.173269, 64
4032, 0.500000, -581608.024000, 830.284402, -0.000015, 0.000036, 11.768297, 64
5696, 0.500000, -843083.832000, 1028.507147, 0.000054, 0.000022, 22.968221, 64
8000, 0.500000, -1148499.264000, 1183.045893, 0.000010, 0.000013, 44.066283, 64
11328, 0.500000, -1644744.656000, 1401.719665, -0.000009, 0.000008, 85.882807, 64
1024, 0.500000, -4824.968000, 76.836911, 0.000078, 0.000050, 15.474643, 2
1472, 0.500000, -5701.280000, 91.759672, 0.000048, 0.000028, 32.100032, 2
2048, 0.500000, -9015.776000, 104.770906, 0.000016, 0.000017, 61.272392, 2
2880, 0.500000, -15013.040000, 121.619002, -0.000070, 0.000010, 119.695739, 2
4032, 0.500000, -15041.624000, 149.116915, 0.000011, 0.000006, 232.986972, 2
5696, 0.500000, -35648.608000, 182.507807, -0.000011, 0.000004, 464.697920, 2
8000, 0.500000, -24662.032000, 216.309493, 0.000012, 0.000002, 915.603585, 2
11328, 0.500000, -43769.728000, 254.625860, 0.000001, 0.000001, 1844.231505, 2
1024, 0.500000, -9612.720000, 105.549070, 0.000007, 0.000070, 4.701525, 4
1472, 0.500000, -13256.736000, 125.568889, 0.000176, 0.000040, 9.493441, 4
2048, 0.500000, -17989.952000, 144.144175, -0.000015, 0.000025, 18.624338, 4
2880, 0.500000, -26782.080000, 184.437379, 0.000027, 0.000015, 36.210101, 4
4032, 0.500000, -33380.392000, 209.133372, -0.000000, 0.000009, 70.625601, 4
5696, 0.500000, -59980.736000, 250.604751, 0.000017, 0.000005, 141.447192, 4
8000, 0.500000, -61766.960000, 301.596855, 0.000004, 0.000003, 279.308852, 4
11328, 0.500000, -95822.904000, 341.856415, 0.000003, 0.000002, 559.992636, 4
1024, 0.500000, -19277.888000, 152.410657, 0.000156, 0.000099, 2.502231, 8
1472, 0.500000, -26529.176000, 185.802787, -0.000013, 0.000058, 5.097286, 8
2048, 0.500000, -37267.728000, 214.969230, 0.000023, 0.000034, 9.771209, 8
2880, 0.500000, -55238.592000, 248.963999, 0.000074, 0.000021, 19.213488, 8
4032, 0.500000, -70211.776000, 307.580538, -0.000038, 0.000012, 37.743162, 8
5696, 0.500000, -113828.896000, 365.724563, 0.000021, 0.000007, 73.228530, 8
8000, 0.500000, -133800.808000, 433.190130, 0.000004, 0.000004, 145.113150, 8
11328, 0.500000, -198562.832000, 482.811299, -0.000009, 0.000003, 290.725570, 8
1024, 0.500000, -37256.896000, 215.992949, -0.001811, 0.000142, 1.434156, 16
1472, 0.500000, -53182.200000, 257.274153, 0.000164, 0.000079, 2.804840, 16
2048, 0.500000, -74063.080000, 314.858574, 0.000038, 0.000050, 5.378136, 16
2880, 0.500000, -108646.816000, 353.151461, 0.000002, 0.000031, 10.328423, 16
4032, 0.500000, -142994.456000, 429.681149, -0.000013, 0.000018, 20.203477, 16
5696, 0.500000, -220187.560000, 506.297509, -0.000044, 0.000010, 40.173829, 16
8000, 0.500000, -279353.832000, 581.513957, -0.000020, 0.000006, 79.000153, 16
11328, 0.500000, -403586.280000, 710.347207, 0.000003, 0.000004, 158.127675, 16
1024, 0.500000, -76474.776000, 293.138739, -0.001763, 0.000200, 0.973591, 32
1472, 0.500000, -106712.472000, 356.775641, -0.000281, 0.000115, 1.630266, 32
2048, 0.500000, -149465.472000, 422.708073, 0.000029, 0.000070, 3.064142, 32
2880, 0.500000, -213710.736000, 506.522568, -0.000065, 0.000041, 5.800267, 32
4032, 0.500000, -289640.720000, 587.348874, 0.000065, 0.000025, 11.295610, 32
5696, 0.500000, -432108.336000, 710.168455, 0.000014, 0.000015, 22.252975, 32
8000, 0.500000, -576650.368000, 832.497441, -0.000013, 0.000009, 43.741605, 32
11328, 0.500000, -817742.368000, 1003.930211, -0.000001, 0.000005, 86.785585, 32
1024, 0.500000, -145591.144000, 441.054378, 0.000279, 0.000282, 1.045211, 64
1472, 0.500000, -214514.712000, 507.801863, -0.000812, 0.000160, 1.848912, 64
2048, 0.500000, -299882.256000, 603.858848, 0.000138, 0.000099, 3.265996, 64
2880, 0.500000, -424871.232000, 703.941884, -0.000018, 0.000059, 6.192418, 64
4032, 0.500000, -581608.024000, 830.284402, -0.000015, 0.000036, 11.864806, 64
5696, 0.500000, -843083.832000, 1028.507147, 0.000054, 0.000022, 22.772227, 64
8000, 0.500000, -1148499.264000, 1183.045893, 0.000010, 0.000013, 43.758772, 64
11328, 0.500000, -1644744.656000, 1401.719665, -0.000009, 0.000008, 85.544231, 64
1024, 0.500000, -4824.968000, 76.836911, 0.000078, 0.000050, 15.346523, 2
1472, 0.500000, -5701.280000, 91.759672, 0.000048, 0.000028, 31.655749, 2
2048, 0.500000, -9015.776000, 104.770906, 0.000016, 0.000017, 60.392953, 2
2880, 0.500000, -15013.040000, 121.619002, -0.000070, 0.000010, 118.879575, 2
4032, 0.500000, -15041.624000, 149.116915, 0.000011, 0.000006, 232.525234, 2
5696, 0.500000, -35648.608000, 182.507807, -0.000011, 0.000004, 463.549634, 2
8000, 0.500000, -24662.032000, 216.309493, 0.000012, 0.000002, 915.312827, 2
11328, 0.500000, -43769.728000, 254.625860, 0.000001, 0.000001, 1841.561131, 2
1024, 0.500000, -9612.720000, 105.549070, 0.000007, 0.000070, 4.655668, 4
1472, 0.500000, -13256.736000, 125.568889, 0.000176, 0.000040, 9.593451, 4
2048, 0.500000, -17989.952000, 144.144175, -0.000015, 0.000025, 18.624719, 4
2880, 0.500000, -26782.080000, 184.437379, 0.000027, 0.000015, 36.406216, 4
4032, 0.500000, -33380.392000, 209.133372, -0.000000, 0.000009, 71.060917, 4
5696, 0.500000, -59980.736000, 250.604751, 0.000017, 0.000005, 141.414731, 4
8000, 0.500000, -61766.960000, 301.596855, 0.000004, 0.000003, 277.678021, 4
11328, 0.500000, -95822.904000, 341.856415, 0.000003, 0.000002, 557.141714, 4
1024, 0.500000, -19277.888000, 152.410657, 0.000156, 0.000099, 2.513165, 8
1472, 0.500000, -26529.176000, 185.802787, -0.000013, 0.000058, 5.047795, 8
2048, 0.500000, -37267.728000, 214.969230, 0.000023, 0.000034, 9.746077, 8
2880, 0.500000, -55238.592000, 248.963999, 0.000074, 0.000021, 19.009828, 8
4032, 0.500000, -70211.776000, 307.580538, -0.000038, 0.000012, 36.971203, 8
5696, 0.500000, -113828.896000, 365.724563, 0.000021, 0.000007, 74.127430, 8
8000, 0.500000, -133800.808000, 433.190130, 0.000004, 0.000004, 145.313374, 8
11328, 0.500000, -198562.832000, 482.811299, -0.000009, 0.000003, 289.878416, 8
1024, 0.500000, -37256.896000, 215.992949, -0.001811, 0.000142, 1.506237, 16
1472, 0.500000, -53182.200000, 257.274153, 0.000164, 0.000079, 2.828850, 16
2048, 0.500000, -74063.080000, 314.858574, 0.000038, 0.000050, 5.368390, 16
2880, 0.500000, -108646.816000, 353.151461, 0.000002, 0.000031, 10.344820, 16
4032, 0.500000, -142994.456000, 429.681149, -0.000013, 0.000018, 19.766411, 16
5696, 0.500000, -220187.560000, 506.297509, -0.000044, 0.000010, 40.341273, 16
8000, 0.500000, -279353.832000, 581.513957, -0.000020, 0.000006, 78.897069, 16
11328, 0.500000, -403586.280000, 710.347207, 0.000003, 0.000004, 158.133180, 16
1024, 0.500000, -76474.776000, 293.138739, -0.001763, 0.000200, 0.968481, 32
1472, 0.500000, -106712.472000, 356.775641, -0.000281, 0.000115, 1.623680, 32
2048, 0.500000, -149465.472000, 422.708073, 0.000029, 0.000070, 2.976675, 32
2880, 0.500000, -213710.736000, 506.522568, -0.000065, 0.000041, 5.885364, 32
4032, 0.500000, -289640.720000, 587.348874, 0.000065, 0.000025, 11.314695, 32
5696, 0.500000, -432108.336000, 710.168455, 0.000014, 0.000015, 22.386886, 32
8000, 0.500000, -576650.368000, 832.497441, -0.000013, 0.000009, 43.741270, 32
11328, 0.500000, -817742.368000, 1003.930211, -0.000001, 0.000005, 86.932140, 32
1024, 0.500000, -145591.144000, 441.054378, 0.000279, 0.000282, 1.084986, 64
1472, 0.500000, -214514.712000, 507.801863, -0.000812, 0.000160, 1.755761, 64
2048, 0.500000, -299882.256000, 603.858848, 0.000138, 0.000099, 3.300181, 64
2880, 0.500000, -424871.232000, 703.941884, -0.000018, 0.000059, 6.178834, 64
4032, 0.500000, -581608.024000, 830.284402, -0.000015, 0.000036, 11.730934, 64
5696, 0.500000, -843083.832000, 1028.507147, 0.000054, 0.000022, 22.561829, 64
8000, 0.500000, -1148499.264000, 1183.045893, 0.000010, 0.000013, 43.855621, 64
11328, 0.500000, -1644744.656000, 1401.719665, -0.000009, 0.000008, 85.457687, 64
1024, 0.500000, -4824.968000, 76.836911, 0.000078, 0.000050, 15.500353, 2
1472, 0.500000, -5701.280000, 91.759672, 0.000048, 0.000028, 31.780131, 2
2048, 0.500000, -9015.776000, 104.770906, 0.000016, 0.000017, 60.559376, 2
2880, 0.500000, -15013.040000, 121.619002, -0.000070, 0.000010, 119.093059, 2
4032, 0.500000, -15041.624000, 149.116915, 0.000011, 0.000006, 232.856948, 2
5696, 0.500000, -35648.608000, 182.507807, -0.000011, 0.000004, 465.037213, 2
8000, 0.500000, -24662.032000, 216.309493, 0.000012, 0.000002, 915.518402, 2
11328, 0.500000, -43769.728000, 254.625860, 0.000001, 0.000001, 1843.468078, 2
1024, 0.500000, -9612.720000, 105.549070, 0.000007, 0.000070, 4.630504, 4
1472, 0.500000, -13256.736000, 125.568889, 0.000176, 0.000040, 9.465910, 4
2048, 0.500000, -17989.952000, 144.144175, -0.000015, 0.000025, 18.285467, 4
2880, 0.500000, -26782.080000, 184.437379, 0.000027, 0.000015, 36.247326, 4
4032, 0.500000, -33380.392000, 209.133372, -0.000000, 0.000009, 70.800014, 4
5696, 0.500000, -59980.736000, 250.604751, 0.000017, 0.000005, 140.588319, 4
8000, 0.500000, -61766.960000, 301.596855, 0.000004, 0.000003, 278.680128, 4
11328, 0.500000, -95822.904000, 341.856415, 0.000003, 0.000002, 557.580899, 4
1024, 0.500000, -19277.888000, 152.410657, 0.000156, 0.000099, 2.458888, 8
1472, 0.500000, -26529.176000, 185.802787, -0.000013, 0.000058, 5.015669, 8
2048, 0.500000, -37267.728000, 214.969230, 0.000023, 0.000034, 9.637699, 8
2880, 0.500000, -55238.592000, 248.963999, 0.000074, 0.000021, 18.938089, 8
4032, 0.500000, -70211.776000, 307.580538, -0.000038, 0.000012, 36.779990, 8
5696, 0.500000, -113828.896000, 365.724563, 0.000021, 0.000007, 73.193810, 8
8000, 0.500000, -133800.808000, 433.190130, 0.000004, 0.000004, 146.964886, 8
11328, 0.500000, -198562.832000, 482.811299, -0.000009, 0.000003, 291.057477, 8
1024, 0.500000, -37256.896000, 215.992949, -0.001811, 0.000142, 1.446571, 16
1472, 0.500000, -53182.200000, 257.274153, 0.000164, 0.000079, 2.768274, 16
2048, 0.500000, -74063.080000, 314.858574, 0.000038, 0.000050, 5.351760, 16
2880, 0.500000, -108646.816000, 353.151461, 0.000002, 0.000031, 10.540193, 16
4032, 0.500000, -142994.456000, 429.681149, -0.000013, 0.000018, 20.625817, 16
5696, 0.500000, -220187.560000, 506.297509, -0.000044, 0.000010, 40.432805, 16
8000, 0.500000, -279353.832000, 581.513957, -0.000020, 0.000006, 78.105173, 16
11328, 0.500000, -403586.280000, 710.347207, 0.000003, 0.000004, 156.735007, 16
1024, 0.500000, -76474.776000, 293.138739, -0.001763, 0.000200, 1.043732, 32
1472, 0.500000, -106712.472000, 356.775641, -0.000281, 0.000115, 1.701784, 32
2048, 0.500000, -149465.472000, 422.708073, 0.000029, 0.000070, 2.986154, 32
2880, 0.500000, -213710.736000, 506.522568, -0.000065, 0.000041, 5.806184, 32
4032, 0.500000, -289640.720000, 587.348874, 0.000065, 0.000025, 11.288821, 32
5696, 0.500000, -432108.336000, 710.168455, 0.000014, 0.000015, 22.343122, 32
8000, 0.500000, -576650.368000, 832.497441, -0.000013, 0.000009, 43.538965, 32
11328, 0.500000, -817742.368000, 1003.930211, -0.000001, 0.000005, 87.152069, 32
1024, 0.500000, -145591.144000, 441.054378, 0.000279, 0.000282, 1.050489, 64
1472, 0.500000, -214514.712000, 507.801863, -0.000812, 0.000160, 1.825346, 64
2048, 0.500000, -299882.256000, 603.858848, 0.000138, 0.000099, 3.315143, 64
2880, 0.500000, -424871.232000, 703.941884, -0.000018, 0.000059, 6.078710, 64
4032, 0.500000, -581608.024000, 830.284402, -0.000015, 0.000036, 11.718060, 64
5696, 0.500000, -843083.832000, 1028.507147, 0.000054, 0.000022, 22.763034, 64
8000, 0.500000, -1148499.264000, 1183.045893, 0.000010, 0.000013, 43.546825, 64
11328, 0.500000, -1644744.656000, 1401.719665, -0.000009, 0.000008, 85.655564, 64
