N, beta, avg_energy, std_energy, avg_mag, std_mag, tot_time, num_threads
1024, 0.500000, -3556794.800000, 31128.580999, 0.178240, 0.055215, 54.611275, 1
1472, 0.500000, -7370953.512000, 58320.885398, 0.057680, 0.005536, 112.432812, 1
2048, 0.500000, -14261571.704000, 135067.330782, -0.001300, 0.003338, 220.772800, 1
2880, 0.500000, -28247687.168000, 224500.573288, 0.022829, 0.003437, 440.757425, 1
4032, 0.500000, -55358271.248000, 448298.091283, 0.005284, 0.002831, 857.713864, 1
5696, 0.500000, -110635845.016000, 906818.913246, 0.005124, 0.004105, 1720.487542, 1
8000, 0.500000, -217907948.584000, 1740182.262629, -0.015934, 0.003633, 3389.457866, 1
11328, 0.500000, -436931754.040000, 3434461.618032, 0.004262, 0.001747, 7065.776126, 1
1024, 0.500000, -3561105.368000, 28448.097731, -0.044971, 0.006751, 29.418409, 2
1472, 0.500000, -7370514.848000, 56350.038056, -0.021213, 0.005469, 60.475410, 2
2048, 0.500000, -14276067.312000, 136638.488779, 0.015429, 0.006432, 127.099801, 2
2880, 0.500000, -28264025.336000, 228694.127892, -0.030997, 0.005774, 259.794827, 2
4032, 0.500000, -55391404.888000, 463591.018449, 0.012819, 0.002014, 517.656629, 2
5696, 0.500000, -110678413.352000, 920680.282864, 0.007847, 0.003188, 1028.921687, 2
8000, 0.500000, -217949939.760000, 1748040.982383, -0.010737, 0.002875, 2001.720866, 2
11328, 0.500000, -436921917.376000, 3377534.352238, -0.010246, 0.003425, 3985.399133, 2
1024, 0.500000, -3559994.736000, 30068.022365, -0.084479, 0.017895, 18.027242, 4
1472, 0.500000, -7378649.736000, 61157.945016, -0.020501, 0.009041, 37.219733, 4
2048, 0.500000, -14257517.272000, 132673.732678, 0.020708, 0.006989, 71.945632, 4
2880, 0.500000, -28238919.624000, 228809.344278, 0.020820, 0.005277, 143.264307, 4
4032, 0.500000, -55369611.392000, 448137.981292, -0.002507, 0.002401, 260.554201, 4
5696, 0.500000, -110681771.880000, 914616.855298, -0.029603, 0.008308, 510.807591, 4
8000, 0.500000, -217913409.536000, 1750389.577931, 0.007744, 0.002194, 1026.672116, 4
11328, 0.500000, -436991383.368000, 3437468.744074, -0.000463, 0.000629, 2210.931518, 4
1024, 0.500000, -3564838.888000, 30247.360321, -0.073365, 0.033507, 11.003047, 8
1472, 0.500000, -7371229.800000, 65130.252919, 0.071391, 0.012431, 21.942651, 8
2048, 0.500000, -14251745.808000, 135833.465783, -0.006690, 0.002053, 41.107212, 8
2880, 0.500000, -28244025.456000, 229956.573981, -0.014981, 0.005592, 90.091157, 8
4032, 0.500000, -55365639.288000, 458381.294387, -0.032199, 0.009195, 175.256708, 8
5696, 0.500000, -110703135.184000, 924457.440133, -0.016781, 0.003107, 340.684698, 8
8000, 0.500000, -217894136.208000, 1735547.720232, -0.000430, 0.002879, 655.710009, 8
11328, 0.500000, -436965559.504000, 3423974.614201, -0.002202, 0.000694, 1307.395809, 8
1024, 0.500000, -3562407.288000, 30791.482948, 0.075357, 0.017076, 7.920368, 16
1472, 0.500000, -7382094.064000, 66043.759455, 0.068950, 0.010731, 15.737123, 16
2048, 0.500000, -14262075.112000, 133628.431566, 0.034537, 0.009988, 30.434710, 16
2880, 0.500000, -28250186.400000, 236111.986330, 0.008795, 0.002517, 65.008943, 16
4032, 0.500000, -55364425.664000, 461352.457201, 0.008042, 0.003523, 124.248000, 16
5696, 0.500000, -110704622.712000, 925457.012409, 0.028973, 0.006488, 233.781437, 16
8000, 0.500000, -217889626.752000, 1748516.165375, 0.011149, 0.004260, 442.106277, 16
11328, 0.500000, -436974281.568000, 3459016.654753, 0.010066, 0.003759, 885.602108, 16
1024, 0.500000, -3559487.496000, 29414.158155, 0.191229, 0.048918, 7.155485, 32
1472, 0.500000, -7380167.568000, 63384.895323, 0.009573, 0.004650, 13.401419, 32
2048, 0.500000, -14269348.056000, 143953.938196, -0.028994, 0.007266, 25.543456, 32
2880, 0.500000, -28237861.632000, 226880.826734, -0.003436, 0.003080, 53.814990, 32
4032, 0.500000, -55353330.848000, 457743.779234, -0.000998, 0.005546, 101.243258, 32
5696, 0.500000, -110709166.784000, 925133.704167, 0.001326, 0.003716, 192.347571, 32
8000, 0.500000, -217925587.040000, 1747574.328364, -0.012931, 0.002968, 365.383877, 32
11328, 0.500000, -436960565.760000, 3438995.337771, 0.000583, 0.001449, 683.486921, 32
1024, 0.500000, -3558399.632000, 28867.384980, -0.041784, 0.021115, 7.078196, 64
1472, 0.500000, -7379890.992000, 60351.548245, -0.002594, 0.009340, 14.198010, 64
2048, 0.500000, -14260488.992000, 141196.975317, 0.014261, 0.005103, 27.367336, 64
2880, 0.500000, -28222042.616000, 229135.285254, 0.005446, 0.001947, 58.009031, 64
4032, 0.500000, -55341752.032000, 455905.899747, 0.001690, 0.001128, 93.723037, 64
5696, 0.500000, -110663280.360000, 935690.095271, -0.010766, 0.001640, 169.320324, 64
8000, 0.500000, -217878024.632000, 1750866.913311, 0.004831, 0.002380, 312.170876, 64
11328, 0.500000, -436934637.216000, 3436724.660427, -0.014441, 0.005263, 617.796373, 64
1024, 0.500000, -3556794.800000, 31128.580999, 0.178240, 0.055215, 59.599833, 1
1472, 0.500000, -7370953.512000, 58320.885398, 0.057680, 0.005536, 117.708523, 1
2048, 0.500000, -14261571.704000, 135067.330782, -0.001300, 0.003338, 233.109885, 1
2880, 0.500000, -28247687.168000, 224500.573288, 0.022829, 0.003437, 452.649061, 1
4032, 0.500000, -55358271.248000, 448298.091283, 0.005284, 0.002831, 889.245402, 1
5696, 0.500000, -110635845.016000, 906818.913246, 0.005124, 0.004105, 1762.969381, 1
8000, 0.500000, -217907948.584000, 1740182.262629, -0.015934, 0.003633, 3464.848579, 1
11328, 0.500000, -436931754.040000, 3434461.618032, 0.004262, 0.001747, 6900.449233, 1
1024, 0.500000, -3561727.816000, 27946.990284, -0.053597, 0.025971, 30.570426, 2
1472, 0.500000, -7386416.712000, 65113.184410, 0.016778, 0.014941, 63.305027, 2
2048, 0.500000, -14260354.776000, 139872.273670, -0.022082, 0.004633, 121.211728, 2
2880, 0.500000, -28226635.776000, 227858.832971, -0.006704, 0.004325, 238.058048, 2
4032, 0.500000, -55349099.496000, 466067.000969, -0.013289, 0.003010, 474.030345, 2
5696, 0.500000, -110623377.912000, 911847.872216, -0.002006, 0.001304, 942.707833, 2
8000, 0.500000, -217902747.056000, 1760896.467238, -0.010947, 0.004519, 1818.458557, 2
11328, 0.500000, -436900406.704000, 3426625.258289, -0.000767, 0.002734, 3569.198803, 2
1024, 0.500000, -3567239.032000, 31386.984289, -0.053003, 0.034470, 16.231761, 4
1472, 0.500000, -7379381.896000, 63176.116766, -0.016617, 0.009393, 33.899878, 4
2048, 0.500000, -14251309.304000, 134299.224411, 0.070282, 0.013896, 67.158918, 4
2880, 0.500000, -28229714.296000, 227970.041781, 0.002691, 0.002676, 138.880747, 4
4032, 0.500000, -55375562.096000, 453126.836594, 0.003508, 0.003113, 261.369034, 4
5696, 0.500000, -110637657.008000, 901748.010041, 0.017819, 0.004742, 510.182402, 4
8000, 0.500000, -217847325.976000, 1734195.714412, 0.003653, 0.001014, 997.520886, 4
11328, 0.500000, -436919852.984000, 3418312.383651, 0.002270, 0.000697, 1992.730392, 4
1024, 0.500000, -3568750.264000, 29789.284779, -0.033260, 0.007033, 10.628414, 8
1472, 0.500000, -7386689.288000, 63878.743899, 0.094944, 0.032837, 22.366202, 8
2048, 0.500000, -14263201.064000, 131082.774479, 0.044832, 0.018635, 43.225240, 8
2880, 0.500000, -28236004.976000, 228779.687222, 0.004332, 0.002221, 92.432159, 8
4032, 0.500000, -55355146.848000, 461301.222132, -0.003182, 0.001630, 175.984700, 8
5696, 0.500000, -110623127.008000, 901025.464401, -0.010897, 0.002998, 342.490576, 8
8000, 0.500000, -217855597.640000, 1734782.172745, 0.017416, 0.006627, 654.601780, 8
11328, 0.500000, -436801885.408000, 3436723.374523, -0.002258, 0.000582, 1241.988882, 8
1024, 0.500000, -3557342.664000, 27424.130161, -0.001267, 0.012013, 7.782624, 16
1472, 0.500000, -7392367.904000, 59880.094578, -0.031124, 0.004492, 15.911267, 16
2048, 0.500000, -14257337.192000, 139027.344945, 0.004588, 0.006520, 30.215125, 16
2880, 0.500000, -28240333.608000, 233923.128680, -0.025494, 0.002751, 64.660124, 16
4032, 0.500000, -55364067.560000, 462143.847384, 0.026220, 0.005458, 123.742599, 16
5696, 0.500000, -110672767.472000, 934398.809351, 0.002306, 0.002789, 243.001492, 16
8000, 0.500000, -217886839.896000, 1730615.614692, 0.007357, 0.001417, 455.232979, 16
11328, 0.500000, -436914126.800000, 3422732.908285, 0.006523, 0.002815, 886.479811, 16
1024, 0.500000, -3562224.448000, 28818.114560, -0.185612, 0.056516, 7.017312, 32
1472, 0.500000, -7382636.656000, 61289.479944, -0.009674, 0.004153, 13.630767, 32
2048, 0.500000, -14276987.432000, 138106.897532, -0.081873, 0.022145, 26.266098, 32
2880, 0.500000, -28237421.840000, 230106.130952, -0.022999, 0.005581, 53.179814, 32
4032, 0.500000, -55364679.472000, 462589.220093, 0.021354, 0.003857, 101.092560, 32
5696, 0.500000, -110626612.656000, 935009.667097, -0.001613, 0.001794, 193.866412, 32
8000, 0.500000, -217878872.784000, 1734524.299345, 0.007213, 0.000993, 342.219783, 32
11328, 0.500000, -436903477.584000, 3470500.992878, -0.007557, 0.001953, 667.836531, 32
1024, 0.500000, -3558616.568000, 30471.351219, 0.013966, 0.008853, 7.733601, 64
1472, 0.500000, -7394125.744000, 59858.033017, -0.052616, 0.014158, 14.151670, 64
2048, 0.500000, -14279010.160000, 138169.455293, -0.030183, 0.004759, 32.846194, 64
2880, 0.500000, -28240129.544000, 225150.608515, -0.029605, 0.004825, 56.621397, 64
4032, 0.500000, -55386186.704000, 461279.094663, 0.009948, 0.001418, 93.408692, 64
5696, 0.500000, -110661371.160000, 917413.306894, 0.008477, 0.001248, 169.009621, 64
8000, 0.500000, -217911229.648000, 1748524.535262, 0.013359, 0.002801, 312.016386, 64
11328, 0.500000, -436901174.720000, 3457443.305116, -0.012936, 0.003724, 617.523508, 64
1024, 0.500000, -3556794.800000, 31128.580999, 0.178240, 0.055215, 55.156291, 1
1472, 0.500000, -7370953.512000, 58320.885398, 0.057680, 0.005536, 116.624874, 1
2048, 0.500000, -14261571.704000, 135067.330782, -0.001300, 0.003338, 224.709211, 1
2880, 0.500000, -28247687.168000, 224500.573288, 0.022829, 0.003437, 448.775005, 1
4032, 0.500000, -55358271.248000, 448298.091283, 0.005284, 0.002831, 889.550298, 1
5696, 0.500000, -110635845.016000, 906818.913246, 0.005124, 0.004105, 1757.048097, 1
8000, 0.500000, -217907948.584000, 1740182.262629, -0.015934, 0.003633, 3564.126547, 1
11328, 0.500000, -436931754.040000, 3434461.618032, 0.004262, 0.001747, 7773.798040, 1
1024, 0.500000, -3562291.960000, 26928.665206, -0.059216, 0.017189, 33.618788, 2
1472, 0.500000, -7386080.424000, 61952.160049, -0.085059, 0.026382, 68.709411, 2
2048, 0.500000, -14268552.528000, 133342.134592, -0.032357, 0.009447, 133.965333, 2
2880, 0.500000, -28232134.152000, 229608.132828, -0.006520, 0.004511, 265.222468, 2
4032, 0.500000, -55371693.912000, 460069.882262, 0.022444, 0.002963, 520.730018, 2
5696, 0.500000, -110630855.248000, 913967.258636, 0.000936, 0.001034, 1039.772394, 2
8000, 0.500000, -217862904.544000, 1735260.716484, 0.008919, 0.002602, 2044.507208, 2
11328, 0.500000, -436937876.008000, 3418116.746747, -0.013909, 0.002748, 4099.758021, 2
1024, 0.500000, -3571616.800000, 32560.674926, 0.059443, 0.010655, 18.942732, 4
1472, 0.500000, -7387101.128000, 66137.636238, 0.044570, 0.023773, 38.876189, 4
2048, 0.500000, -14265265.160000, 137863.424187, 0.049956, 0.012541, 75.378198, 4
2880, 0.500000, -28248257.008000, 229181.058335, -0.023194, 0.004272, 152.024104, 4
4032, 0.500000, -55362344.600000, 465809.095647, -0.001170, 0.003222, 295.956515, 4
5696, 0.500000, -110685259.192000, 920997.020422, -0.006530, 0.001411, 580.980000, 4
8000, 0.500000, -217860522.504000, 1746389.719530, -0.012269, 0.002771, 1126.347043, 4
11328, 0.500000, -436951897.352000, 3453473.758070, -0.003657, 0.000949, 2263.849836, 4
1024, 0.500000, -3567447.056000, 31963.759577, -0.211449, 0.073042, 11.946713, 8
1472, 0.500000, -7377936.744000, 64637.028560, -0.080020, 0.013786, 23.582856, 8
2048, 0.500000, -14264868.520000, 133900.499350, 0.070879, 0.017842, 44.935271, 8
2880, 0.500000, -28239841.504000, 228045.517636, -0.031096, 0.011185, 96.020678, 8
4032, 0.500000, -55387033.008000, 459651.305735, -0.023102, 0.009163, 181.031955, 8
5696, 0.500000, -110648931.976000, 909944.009778, -0.004589, 0.001216, 353.986360, 8
8000, 0.500000, -217875295.128000, 1763008.220190, 0.002411, 0.001083, 680.087562, 8
11328, 0.500000, -436880989.976000, 3438212.965334, -0.004951, 0.001378, 1359.755090, 8
1024, 0.500000, -3564624.312000, 29483.849795, -0.126938, 0.039506, 8.385823, 16
1472, 0.500000, -7380979.104000, 59126.718639, -0.027539, 0.008896, 15.851306, 16
2048, 0.500000, -14264096.728000, 135165.919823, 0.036820, 0.018190, 31.039782, 16
2880, 0.500000, -28240163.064000, 228614.005850, -0.013590, 0.005245, 64.856060, 16
4032, 0.500000, -55368006.624000, 463988.755218, 0.012532, 0.002969, 125.343907, 16
5696, 0.500000, -110668483.128000, 928337.169666, 0.026564, 0.005276, 233.775040, 16
8000, 0.500000, -217874479.672000, 1717235.994721, -0.001978, 0.001739, 452.881546, 16
11328, 0.500000, -436875173.176000, 3430394.458617, -0.004399, 0.002370, 888.164490, 16
1024, 0.500000, -3559437.040000, 27642.470493, -0.079723, 0.044009, 7.275985, 32
1472, 0.500000, -7380162.880000, 63477.267459, 0.029661, 0.007642, 13.531090, 32
2048, 0.500000, -14274113.704000, 133414.041731, 0.010384, 0.009220, 25.478918, 32
2880, 0.500000, -28236094.504000, 217382.470881, 0.031479, 0.007728, 54.428109, 32
4032, 0.500000, -55367073.032000, 457716.401533, 0.001246, 0.003523, 100.214239, 32
5696, 0.500000, -110658000.008000, 915750.289421, -0.003856, 0.001269, 180.813685, 32
8000, 0.500000, -217924935.520000, 1732173.395718, -0.006718, 0.003926, 340.820329, 32
11328, 0.500000, -436911427.088000, 3451486.068502, 0.001249, 0.000539, 671.416010, 32
1024, 0.500000, -3564110.408000, 29842.235359, 0.010867, 0.019056, 6.942882, 64
1472, 0.500000, -7381904.136000, 61289.102506, -0.039311, 0.015273, 13.887944, 64
2048, 0.500000, -14269568.864000, 141567.716860, -0.018842, 0.005521, 28.943656, 64
2880, 0.500000, -28238374.912000, 225679.281604, -0.046134, 0.012766, 55.112885, 64
4032, 0.500000, -55344284.680000, 461499.415347, -0.011856, 0.010612, 94.773918, 64
5696, 0.500000, -110645952.728000, 920813.120657, -0.014759, 0.005183, 168.873485, 64
8000, 0.500000, -217934493.800000, 1739381.647869, 0.002175, 0.001154, 314.207778, 64
11328, 0.500000, -436879622.216000, 3437854.551738, 0.008663, 0.002799, 620.437118, 64
