1024, 0.500000, -4824.968000, 76.836911, 0.000078, 0.000050, 5.687865, 2
1472, 0.500000, -5701.280000, 91.759672, 0.000048, 0.000028, 11.702150, 2
2048, 0.500000, -9015.776000, 104.770906, 0.000016, 0.000017, 22.130426, 2
2880, 0.500000, -15013.040000, 121.619002, -0.000070, 0.000010, 43.454626, 2
1024, 0.500000, -9612.720000, 105.549070, 0.000007, 0.000070, 3.382066, 4
1472, 0.500000, -13256.736000, 125.568889, 0.000176, 0.000040, 6.368356, 4
