N, beta, avg_energy, std_energy, avg_mag, std_mag, tot_time, num_threads
128, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 1.398344, 1
192, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 3.122590, 1
256, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 5.358472, 1
320, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 8.466418, 1
128, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 0.898700, 2
192, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 1.845854, 2
256, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 3.357168, 2
320, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 5.094911, 2
128, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 0.575008, 4
192, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 1.228206, 4
256, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 2.097409, 4
320, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 3.330786, 4
128, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 0.491516, 8
192, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 1.632153, 8
256, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 2.001882, 8
320, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 2.895888, 8
128, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 1.408237, 1
192, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 3.020420, 1
256, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 5.384437, 1
320, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 8.231276, 1
128, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 0.839103, 2
192, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 1.761440, 2
256, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 3.300108, 2
320, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 5.234976, 2
128, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 0.594398, 4
192, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 1.188946, 4
256, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 2.036085, 4
320, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 3.367464, 4
128, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 0.407142, 8
192, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 0.972108, 8
256, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 1.456529, 8
320, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 2.234345, 8
128, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 1.424490, 1
192, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 3.133179, 1
