N, beta, avg_energy, std_energy, avg_mag, std_mag, tot_time, num_threads
128, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 1.431897, 1
192, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 3.020296, 1
256, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 5.242407, 1
320, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 8.164184, 1
128, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 0.919657, 2
192, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 1.813918, 2
256, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 3.135439, 2
320, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 5.004910, 2
128, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 0.615051, 4
192, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 1.335612, 4
256, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 2.080750, 4
320, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 3.263895, 4
128, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 0.422055, 8
192, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 0.804166, 8
256, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 1.402719, 8
320, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 2.164625, 8
128, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 1.314277, 1
192, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 3.003350, 1
256, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 5.278182, 1
320, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 8.213717, 1
128, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 0.825732, 2
192, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 1.793693, 2
256, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 3.180293, 2
320, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 5.063605, 2
128, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 0.582534, 4
192, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 1.259387, 4
256, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 2.181237, 4
320, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 3.358785, 4
128, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 0.550610, 8
192, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 0.978302, 8
256, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 1.388193, 8
320, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 2.166405, 8
128, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 1.346725, 1
192, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 3.011225, 1
256, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 5.366449, 1
320, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 8.211936, 1
128, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 0.820603, 2
192, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 1.829237, 2
256, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 3.170857, 2
320, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 4.913924, 2
128, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 0.537401, 4
192, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 1.205967, 4
256, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 2.413537, 4
320, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 3.281615, 4
128, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 0.399855, 8
192, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 0.804938, 8
256, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 1.474635, 8
320, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 2.182888, 8
128, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 1.307362, 1
192, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 2.969265, 1
256, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 5.403616, 1
320, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 8.411203, 1
128, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 0.905542, 2
192, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 1.944641, 2
256, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 3.237073, 2
320, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 5.031901, 2
128, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 0.560937, 4
192, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 1.165181, 4
256, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 2.165168, 4
320, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 3.285997, 4
128, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 0.395881, 8
192, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 0.822006, 8
256, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 1.942962, 8
320, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 2.487412, 8
