56.337,31.448,17.683,11.055,8.0067,7.0727,7.184
115.73,65.082,36.691,22.4,15.877,13.54,14.23
226.71,127.92,71.194,42.999,30.558,25.627,29.447
448.39,254.3,144.24,92.445,64.776,53.876,56.205
892.73,501.71,275.89,175.62,124.25,100.55,94
1792.9,998.91,540.99,341.8,236.41,191.31,169.97
3552.4,1951.7,1059.8,659.44,451.12,354.44,312.71
7294.3,3890.4,2146.8,1311.9,886.37,675.94,617.39
